seq_id	ref_donor_upstream	ref_acceptor_downstream	CELF1	DAZAP1	FMR1	FUS	HNRNPA1	HNRNPA2B1	HNRNPC	HNRNPF	HNRNPH1	HNRNPK	HNRNPL	HNRNPLL	HNRNPM	HNRNPU	KHDRBS1	KHSRP	MATR3	NONO	PCBP1	PCBP2	PTBP1	QKI	RBFOX2	RBM5	SART3	SF1	SFPQ	SNRNP70	SRSF1	SRSF3	SRSF5	SRSF7	SRSF9	TARDBP	TIA1	TRA2A	U2AF2	ZRANB2	average_cassette_strength	exon_group
chr19:735719-748629(+)_ENST00000338448	0.9699137806892396	0.9974190592765808	0.0010069713400464	0.0	0.0003872966692486	0.0	0.0061192873741285	0.0002323780015491	7.745933384972889e-05	0.025406661502711	0.0209914794732765	0.0189000774593338	7.745933384972889e-05	0.0006971340046475	0.0	0.0	7.745933384972889e-05	0.002556158017041	7.745933384972889e-05	0.0016266460108443	7.745933384972889e-05	0.0013168086754453	0.0028659953524399	0.0	0.0002323780015491	0.0006196746707978	0.000852052672347	0.0	0.000852052672347	0.0002323780015491	0.0077459333849728	0.0024012393493415	0.0014717273431448	0.0001549186676994	0.009140201394268	0.0002323780015491	0.0	0.0	0.0	0.0	0.9876824915409088	1
chr17:46938299-46967248(+)_ENST00000639985	0.7257587909698486	0.7538073658943176	0.0004836091056685	3.45435075477564e-05	6.90870150955128e-05	0.0	0.0012435662717192	6.90870150955128e-05	0.0002418045528342	0.0026598500811772	0.0024180455283429	0.0061832878510483	0.0002418045528342	0.0001727175377387	0.0	0.0	0.0002418045528342	0.0006908701509551	6.90870150955128e-05	0.0003454350754775	0.0001727175377387	0.000138174030191	0.001830805900031	0.0002072610452865	0.0	6.90870150955128e-05	0.0005872396283118	0.0	0.0002418045528342	6.90870150955128e-05	0.0013817403019102	0.0022798714981519	0.000414522090573	3.45435075477564e-05	0.0021762409755086	0.0	0.0005181526132163	0.0	0.0002072610452865	6.90870150955128e-05	0.2042989954352378	1
chr1:178885669-178892607(+)_ENST00000367635	0.9944974184036256	0.4943180978298187	0.0008648025367541	0.0002882675122513	0.0	0.0	0.0040357451715191	0.000432401268377	0.0020178725857595	0.0050446814643989	0.0049005477082732	0.0196021908330931	0.0007206687806284	0.000432401268377	0.0	0.0	0.0010089362928797	0.0037474776592678	0.0001441337561256	0.000432401268377	0.0	0.0001441337561256	0.0089362928797924	0.0011530700490054	0.000432401268377	0.000432401268377	0.0012972038051311	0.0	0.0005765350245027	0.0001441337561256	0.0050446814643989	0.0060536177572787	0.0011530700490054	0.0001441337561256	0.0053329489766503	0.0001441337561256	0.002738541366388	0.0	0.0008648025367541	0.000432401268377	0.8817133009433746	1
chr19:1580792-1584977(-)_ENST00000434436	0.9993953704833984	0.9905279278755188	0.002389486260454	0.0	0.0	0.0	0.005973715651135	0.0	0.001194743130227	0.0258064516129032	0.0210274790919952	0.0258064516129032	0.0004778972520908	0.0009557945041816	0.0	0.0	0.0002389486260454	0.0054958183990442	0.0	0.0004778972520908	0.0	0.0014336917562724	0.0052568697729988	0.0	0.0002389486260454	0.0002389486260454	0.0004778972520908	0.0	0.001194743130227	0.0004778972520908	0.007168458781362	0.004778972520908	0.0031063321385902	0.0002389486260454	0.0081242532855436	0.0	0.0038231780167264	0.0	0.001194743130227	0.0	0.9749429225921632	0
chr8:140789174-140800876(-)_ENST00000522684	0.9976561665534972	0.8584660291671753	0.0010254657323534	0.0003418219107844	0.0	0.0	0.0041018629294137	0.0004272773884806	0.0006836438215689	0.011365578533584	0.0092291915911809	0.0158092633737822	0.0005127328661767	0.0003418219107844	0.0	0.0001709109553922	0.0005127328661767	0.0041873184071098	0.0	0.0017091095539224	0.0003418219107844	0.000769099299265	0.0044436848401982	0.0004272773884806	0.0004272773884806	0.0004272773884806	0.0003418219107844	0.0	0.0005127328661767	0.0002563664330883	0.0044436848401982	0.0045291403178943	0.0008545547769612	0.0	0.0045291403178943	0.0003418219107844	0.0010254657323534	0.0	0.0005981883438728	0.0004272773884806	0.9632908701896667	0
chr3:49285798-49294898(-)_ENST00000265560	0.9012233018875122	0.9940635561943054	0.0016483516483516	0.0	0.0002197802197802	0.0	0.0062637362637362	0.0001098901098901	0.0009890109890109	0.0119780219780219	0.0093406593406593	0.0169230769230769	0.0001098901098901	0.001098901098901	0.0	0.0	0.0	0.0042857142857142	0.0007692307692307	0.0006593406593406	0.0002197802197802	0.0004395604395604	0.0063736263736263	0.0002197802197802	0.0002197802197802	0.0001098901098901	0.0006593406593406	0.0	0.0007692307692307	0.0008791208791208	0.0038461538461538	0.0049450549450549	0.0024175824175824	0.0001098901098901	0.0048351648351648	0.0	0.0037362637362637	0.0	0.001098901098901	0.0001098901098901	0.9986357688903807	0
chr12:132861167-132871083(-)_ENST00000432561	0.981019139289856	0.9606386423110962	0.0009076240419524	0.0	0.0	0.0	0.0020169423154497	0.0003025413473174	0.0009076240419524	0.0064542154094392	0.0051432029043969	0.0235982250907624	0.0004033884630899	0.0008067769261799	0.0	0.0	0.0004033884630899	0.003933037515127	0.0	0.0005042355788624	0.0002016942315449	0.0025211778943122	0.004538120209762	0.0	0.0003025413473174	0.0001008471157724	0.0007059298104074	0.0	0.0009076240419524	0.0004033884630899	0.0026220250100847	0.0044372730939895	0.0022186365469947	0.0	0.0047398144413069	0.0	0.0015127067365873	0.0	0.0002016942315449	0.0	0.352582648396492	1
chr17:6998847-7010189(-)_ENST00000574377	0.7449086904525757	0.2937282919883728	0.0011461823311585	0.0	0.0003526714865103	0.0	0.0054664080409098	0.0002645036148827	0.0001763357432551	0.0157820490213366	0.0146358666901781	0.0209839534473637	0.0001763357432551	0.0003526714865103	8.816787162757891e-05	0.0	0.0004408393581378	0.0023805325339446	8.816787162757891e-05	0.0014106859460412	0.0003526714865103	0.0011461823311585	0.0060835831423029	0.0001763357432551	0.0	0.0002645036148827	0.0005290072297654	0.0	0.000617175101393	0.0002645036148827	0.0059072473990477	0.0051137365543995	0.0014988538176688	8.816787162757891e-05	0.0076706048315993	8.816787162757891e-05	0.0001763357432551	0.0	0.0001763357432551	0.0	0.2287661135196685	1
chr5:154038693-154055333(+)_ENST00000322602	0.0202111545950174	0.9983986020088196	0.0005408653846153	0.0001201923076923	0.0	0.0	0.0025841346153846	0.000420673076923	0.0008413461538461	0.0047475961538461	0.0045673076923076	0.0146634615384615	0.0003004807692307	0.0001802884615384	6.009615384615385e-05	0.0001201923076923	0.000420673076923	0.0018629807692307	0.0003004807692307	0.0005408653846153	0.000420673076923	0.0004807692307692	0.0052884615384615	0.0007211538461538	0.0002403846153846	0.0003004807692307	0.0003004807692307	0.0	0.0005408653846153	0.0003605769230769	0.0037860576923076	0.0057091346153846	0.0009615384615384	0.0002403846153846	0.0033653846153846	0.0002403846153846	0.0011418269230769	0.0	0.000420673076923	6.009615384615385e-05	0.800459623336792	0
chr6:41786462-41790195(+)_ENST00000335515	0.983241856098175	0.9583505392074584	0.002410929547281	0.000267881060809	0.0	0.0	0.004018215912135	0.0	0.001071524243236	0.013661934101259	0.012054647736405	0.028395392445754	0.000267881060809	0.000803643182427	0.0	0.0	0.000267881060809	0.003750334851326	0.000267881060809	0.001071524243236	0.000803643182427	0.003750334851326	0.005089740155371	0.0	0.0	0.000267881060809	0.000267881060809	0.0	0.000535762121618	0.000803643182427	0.006429145459416	0.004018215912135	0.002946691668899	0.0	0.00535762121618	0.0	0.00267881060809	0.0	0.000267881060809	0.000535762121618	0.8892738223075867	0
