x0	x1	x2	x3	x4	response
5.21896597549	3.87632579435	4.58430178475	2.40145364039	5.57705550933	0.495019071419
0.844700336837	4.07218090516	5.28185896263	0.826521942965	4.13688401494	0.454168061848
5.90514192655	3.68336336143	2.23935866887	1.08499693753	5.48743548675	0.410846641192
2.38961355607	3.72073451476	5.80033613065	4.59850750644	6.01981825444	0.393569997672
2.79378324361	4.18619648139	2.9832308424	5.0905975348	1.47928363569	0.761438038914
2.20017010419	1.61422300052	4.53477198985	5.34352920842	5.7781034693	0.432420860341
2.55480854956	0.492631798623	5.47510203271	2.5710788212	4.24033872671	0.517233326565
0.865937726039	5.18212078542	1.2010189504	0.298448094697	0.237558441493	0.307865927125
1.61721656566	1.85836324404	5.29053581737	2.56556183842	3.46956919839	0.720917611096
1.17143507555	1.54723194127	5.70874419301	2.21554036716	0.60355222017	0.414081783639
5.72043599624	2.95335809446	0.869475242093	5.14895488542	1.04149710102	0.393765527322
4.78800729948	0.137136961652	1.55109896203	2.64341754038	4.3364751838	0.490061886405
4.68181085257	1.79849971741	3.62330935674	4.32945494122	1.69039717552	0.760854624516
3.69397078282	1.32026558924	4.11614978595	5.43463804246	4.22315170572	0.589189921263
5.66441241202	2.70612430637	5.59130915717	1.37814744237	2.27030687379	0.453243464284
1.22630044086	0.323085259245	4.21171471275	4.03422921874	1.29761317629	0.481976810346
1.38665085545	1.47515076264	0.579383398862	2.04961857371	2.51418085582	0.590782941824
4.42475737218	2.95834151166	2.79954376021	0.573360387906	3.48565221408	0.757788766066
3.32541640007	5.11838756322	2.93136628366	2.91771431559	5.14712176079	0.70347852158
0.652972785491	5.69679209187	0.786939650617	1.82702383172	1.91182026438	0.396214272931
5.34195594235	2.7288144581	0.812586233683	5.18877398964	1.78060436552	0.462518955253
1.32141443879	1.36947939277	5.49846323554	5.88549049557	2.7171475091	0.398015868481
1.95929240131	4.96954906218	2.90591458026	2.42681379661	4.06602744898	0.874431250418
5.80708250424	2.17766125169	1.13277513713	5.26069624315	3.61266428506	0.443880481054
4.31047873218	2.57853675405	2.068498487	4.43037775445	1.76488132455	0.882287067538
5.78078954157	3.19275334246	0.524982888111	0.821939398794	0.770243310711	0.349510827548
5.68682093945	4.87843756657	3.69459937189	3.7805494955	0.509189686164	0.433963808159
1.31268201363	0.968951567408	4.76861840761	5.01169801344	3.50897032401	0.515299486989
3.0685800648	1.03706735152	6.04508078717	0.212729301552	1.09411985786	0.338620533223
1.55701476782	2.70303143011	3.47399096645	5.42092233495	3.4341694513	0.743802329621
4.48848091643	4.72723820694	0.364657101521	4.05237045645	1.64421742024	0.497770252196
4.37901616079	5.51750542334	4.60032788252	1.4913124839	5.23699812335	0.433259286282
1.40902009235	0.4655358716	0.964096942753	2.16850354886	5.57645663794	0.39324960472
4.34930953437	1.6795548111	1.41040113529	4.06429920128	4.42682241085	0.701282373761
2.95456268514	0.857871900204	0.133906369418	0.565004390358	5.04324649836	0.358303120491
2.29623821329	0.727762575882	4.11996212785	4.46297986631	4.49919995791	0.613475504725
2.15309055573	1.64550599215	1.81689293888	1.7464143415	3.48739292798	0.929309230063
0.345664930285	4.22024911269	3.90913109325	5.9369248948	3.23450097589	0.433998760714
3.42576496495	4.26042168338	3.94404177933	2.89901093914	2.90961889475	1.30216454211
4.22611650149	4.39136035579	5.07277305474	4.9330897712	2.33691466248	0.591290817953
